category_id,subcategory_id,name,image_name,cloudflare_id,product_id,matched_sku
4,9,standard_greeting_cards,greeting-cards-14pt-uv-high-gloss_1.webp,145b2d8f-d683-4ae7-05df-7542b0022b00,15008.0,invitations-14pt-uv-high-gloss
4,19,standard_tear_cards,tear-cards-14pt-uv_1.jpg,14658982-2eec-47d4-2a08-029bb8cefe00,129.0,tearcards-14pt+uv
4,10,specialty_greeting_cards,kraft-paper-greeting-cards_3.webp,14e1cea7-f604-42df-d401-5a162da49600,7553.0,kraft_paper_greeting_cards
3,57,3mm-aluminum-signs_1,3mm-aluminum-signs_1.png,15ba1060-80d5-41be-b7cd-47fd69152100,14978.0,3mm-aluminum-signs
4,12,specialty_postcards,postcards-14pt-writable-uv-c1s_1.webp,5c3dd436-7a59-4c7f-7543-c10f781fbe00,12.0,businesscard_14pt_writable_uv_c1s
4,21,door_hangers,door-hangers-14pt-matte-finish_1.webp,16537873-dd7a-4fe8-14a8-a1555b3a9c00,71.0,doorhangers_14pt_matteaq
3,51,pull_up_banners,pull-up-banners-13oz-matte-vinyl-blackbase-31-5-x-78-75_4.png,17607643-00db-4ff5-29c6-7a12ac640500,,
3,59,car-magnets-30mil_2,car-magnets-30mil_2.webp,17fba3c0-8cb2-4244-22bb-b37673518400,104.0,carmagnets_30mil
3,60,coroplast,quick-ship-coroplast-signs_2.png,18fc991e-044a-40a2-f796-cc899624a200,,
1,2,specialty_business-cards,die-cut-business-cards_3.webp,8ac604d0-8554-442a-32f5-1cc8989d3900,7557.0,die_cut_business_cards
3,62,3mm-sintra,3mm-sintra_4.png,1afebe72-ec4a-4251-fd30-1a2ec2c29e00,110.0,sintra_3mm
4,12,specialty_postcards,postcards-13pt-linen-uncoated_1.webp,733829ac-218f-46e0-6e59-9297120eea00,132.0,tearcards-13pt+enviro-uncoated
4,12,specialty_postcards,postcards-14pt-writable-aq-c1s_1.webp,1b2e72a5-9554-48fc-9360-52bb91a64900,15006.0,invitations-14pt-writable-aq-C1S
4,22,brochures,brochures-80lb-enviro-uncoated_1.png,3c8e3f19-fb43-46b6-de77-48ef716b8900,142.0,digitalsheets-80lb-enviro-uncoated
3,55,Cut-to-shape-permanent-decals,cut-to-shape-permanent-decals_1.webp,1cd233e9-63ad-4f3c-cc00-b51e5afecf00,14981.0,cut-to-shape-magnets-30mil
4,20,posters,posters-100lb-matte-finish_2.webp,1dd3f461-9d68-4b5a-3200-c5a3b3dfd400,66.0,posters_100lb_matteaq
4,12,specialty_postcards,postcards-13pt-enviro-uncoated_1.webp,2154e822-9e1b-4c94-aa06-b95b2e435800,132.0,tearcards-13pt+enviro-uncoated
4,11,standard_postcards,postcards-18pt-gloss-lamination_1.webp,9a4d89e3-e4ec-4ea5-84ad-53092b698200,25.0,postcards_16pt_glosslam
3,63,floor_graphics,floor-graphics_1.png,572a63a0-ce1b-4e3b-d785-946e8b416500,14676.0,floor-graphics
3,58,table_covers,table-runner_1.png,2008a505-641b-4e42-7df8-993118c77d00,7547.0,table_top_pull-up_banners
4,12,specialty_postcards,postcards-18pt-matte-silk-lamination_1.webp,20e3bcfe-7170-4cf4-f475-a45d14dfcc00,9.0,businesscard_16pt_matte_silk_lamination
2,120,roll_labels,poly-roll-labels_1.webp,2124445c-4995-477d-7f1a-9634ca52c500,7029.0,poly_labels
4,12,specialty_postcards,postcards-13pt-enviro-uncoated_1.webp,2154e822-9e1b-4c94-aa06-b95b2e435800,132.0,tearcards-13pt+enviro-uncoated
4,25,magnets,magnets-14pt_1.webp,21ce474e-cd1a-494b-5bc4-7537aee80a00,62.0,magnets_14pt
4,26,booklets,booklets-100lb-gloss-text-8-5-x-5-5_1.jpg,22253f75-78e0-4ea8-1e75-297128d29d00,14982.0,booklets_100lb_silk_text_85x55
3,52,x_frame_banners,x-frame-banners-13oz-matte-vinyl_1.jpg,22a58b30-7ffa-402b-bce8-bb76c832af00,111.0,xframe_13oz_matte
1,1,standard_business_cards,business-cards-16pt-matte-finish_1.png,43665c57-0b10-44e8-3894-6a392ecde000,17.0,businesscard_16pt_matte_satin_aq
4,26,booklets,booklets-60lb-offset-text-8-5-x-11_1.jpg,a6c68962-2ad0-451f-914a-14aa76a4a800,14980.0,booklets_80lb_silk_text_85x11
4,21,door_hangers,door-hangers-13pt-enviro-uncoated_1.png,c5832609-67cb-4530-f299-8a83fd7e5c00,132.0,tearcards-13pt+enviro-uncoated
4,20,posters,posters-100lb-matte-finish_1.webp,2b5398b8-b6f1-42e7-fd22-bd9dc6509700,66.0,posters_100lb_matteaq
4,12,specialty_postcards,durable-postcards_1.webp,50f95913-3723-498f-ee75-a7ded0f63f00,7546.0,durable_postcards
2,121,packaging,lay-flat-pouch_1.png,8e988900-f3a0-48f8-ee26-3fef68655500,,
4,26,booklets,booklets-80lb-silk-text-8-5-x-11_1.png,282db84c-7f94-44b5-ff85-27c1d7a6ef00,14980.0,booklets_80lb_silk_text_85x11
3,64,20pt_styrene,20pt-styrene_1.jpg,2835f4bd-553f-4c4d-fee1-807bf61e3000,106.0,styrene_20pt
4,5,wall_calendars,wall-calendars-100lb-gloss-text_2.webp,01109c36-2304-4a9b-5abe-b578bd213000,139.0,digitalsheets-100lb-gloss-text
4,18,Standard-rack-cards,high-gloss-rack-cards_1.jpg,28dc95b5-20a9-48b8-1856-3859b2028600,,
4,25,magnets,magnets-14pt_2.webp,ce0fbcf9-8f68-4585-cea3-d01e044d3200,62.0,magnets_14pt
4,12,specialty_postcards,kraft-paper-postcards_2.webp,f6392024-e97b-48e2-1546-b67db69f4300,7544.0,kraft_paper_postcards
3,61,removable_wall_decals,removable-wall-decals-7-mil_1.jpg,d15e75eb-b355-46f0-9b78-00a078779400,7555.0,removable-wall_decals_7_mil
4,2,specialty_business-cards,business-cards-13pt-linen-uncoated_1.webp,2a4bdca9-4fac-459e-0f15-1713a62c5200,31.0,businesscard_13pt_linen_uncoated
11,1,standard_business_cards,business-cards-18pt-matte-lam-spot-uv_1.webp,d8edb3b3-1d0c-4ea7-5042-85331445e200,30.0,businesscard_16pt_matte_lam_spot_uv
4,27,Digital-sheets,digital-sheets-14pt-matte-finish_1.jpg,2b01163e-1083-462e-0a8e-c98bbd1ec000,15005.0,invitations-14pt-matte-finish
3,60,coroplast,6mm-coroplast.png,e91660f9-a189-4bc4-9f76-2e257ef3db00,98.0,6mm_coroplast
4,20,posters,posters-100lb-matte-finish_1.webp,2b5398b8-b6f1-42e7-fd22-bd9dc6509700,66.0,posters_100lb_matteaq
4,12,specialty_postcards,kraft-paper-postcards_1.webp,2cb5bf54-f306-4606-d835-f49345067400,7544.0,kraft_paper_postcards
3,51,pull_up_banners,premium-wide-pull-up-banners-13-oz-matte-vinyl_1.png,2d26d758-fb69-45b3-3a5c-80fab421ed00,7548.0,premium_wide_pull_up_banners
4,11,standard_postcards,postcards-10pt-matte-finish_1.webp,2d91ec63-91aa-4b25-708f-f08359fb5600,4904.0,postcards_10pt_matte_finish
5,130,promotional_main,promo-group-4.webp,2de59e99-69b3-4943-5291-b26c5e03ef00,,
1,2,specialty_business-cards,metallic-foil-business-cards_1.webp,1405f0f3-6359-45dd-8017-8ac36a324800,7334.0,pearl-business-cards
4,26,booklets,booklets-100lb-silk-text-8-5-x-5-5_1.jpg,2eb59b70-76eb-484f-4d81-04e203856900,14982.0,booklets_100lb_silk_text_85x55
3,60,coroplast,8mm-coroplast.png,f6beba2e-b0ff-4ec5-1c76-0ffd71c19700,99.0,8mm_coroplast
4,12,specialty_postcards,kraft-paper-postcards_4.webp,643fd7de-474c-4b1c-9974-0b14913aa700,7544.0,kraft_paper_postcards
1,1,standard_business_cards,business-cards-18pt-gloss-lamination_1.webp,ebf253aa-b41d-42c9-3e80-ae3483c4b900,10.0,businesscard_16pt_gloss_lamination
4,27,Digital-sheets,digital-sheets-80lb-enviro-uncoated_1.jpg,f0873f84-c04b-493b-2f3f-6284ea03e000,142.0,digitalsheets-80lb-enviro-uncoated
3,58,table_covers,table-covers-6-ft-table_2.png,302ab339-05b8-41e1-527e-691e08385c00,14987.0,table-covers-6-ft-table
4,50,number_tickets,banners-13oz-glossy-vinyl_1.webp,074bbe9f-3ae2-4b23-125f-eb2703903400,101.0,banners_13oz
2,120,roll_labels,paper-roll-labels_1.webp,311ff1ee-a1aa-4d44-2052-4d9da988ae00,7030.0,paper_labels
2,120,roll_labels,willowpack-roll-labels_1.webp,32cd978d-48d4-4502-218b-525aa3342500,16930.0,willow_labels
3,61,removable_wall_decals,removable-wall-decals-7-mil_4.jpg,336ad0a1-1a27-4b80-55f5-9e64f815b700,7555.0,removable-wall_decals_7_mil
4,50,number_tickets,banners-13oz-matte-vinyl_1.jpg,33beb2a1-1aff-439d-2ec6-97956ed1e100,102.0,banner_matte_13oz
4,29,presentation_folders,presentation-folders-14pt-matte-finish_1.png,34e39b6e-0421-4454-ef8e-36c43e3c8d00,59.0,presentationfolders_14pt_matteaq
4,6,cut_to_shape_magnets,cut-to-shape-magnets-30mil_1.webp,8a334bb2-748f-4586-6171-78477b81a700,14981.0,cut-to-shape-magnets-30mil
1,1,standard_business_cards,business-cards-14pt-uv-high-gloss_1.png,354f6377-d20d-48b9-3fab-951278f4db00,7.0,businesscard_14pt_uv_high_gloss
4,19,standard_tear_cards,tear-cards-13pt-enviro-uncoated_1.jpg,,,
4,26,booklets,booklets-100lb-silk-text-8-5-x-5-5_1.jpg,2eb59b70-76eb-484f-4d81-04e203856900,14982.0,booklets_100lb_silk_text_85x55
1,2,specialty_business-cards,soft-touch-business-cards_1.png,36cb66e2-a2cf-4826-b814-c640a23d9700,7567.0,soft_touch_business_cards
4,12,specialty_postcards,pearl-paper-postcards_1.webp,778ca443-c0e3-46d8-555c-a87b41f2ab00,7543.0,pearl_paper_postcards
4,16,standard_bookmark,bookmark-10pt-matte-finish_1.webp,37c042e0-bb3e-499c-c6b6-1343f100b300,5541.0,bookmarks_10pt_matte_finish
4,2,wall_calendars,wall-calendars-100lb-gloss-text_1.webp,589be5fe-4d88-4b26-bf5b-2a6503d17700,139.0,digitalsheets-100lb-gloss-text
4,11,standard_postcards,postcards-10pt-aq_1.webp,3931d440-bb69-4112-d2c1-c2721e05a100,26.0,postcards_10pt_aq
7,100,envelopes,envelopes-60lb-uncoated_1.webp,397c4380-4d49-44f9-6737-2548e6ccdd00,81.0,envelopes_60lb
3,51,pull_up_banners,table-top-pull-up-banner-13-oz-matte-vinyl_1.png,39aea9f2-58c3-4dec-fa56-670ac2082800,7547.0,table_top_pull-up_banners
4,6,cut_to_shape_magnets,cut-to-shape-magnets-30mil_2.webp,3a272009-bbbe-4818-2a2f-d700d0282500,14981.0,cut-to-shape-magnets-30mil
3,58,table_covers,table-covers-8-ft-table_1.png,f30c0e56-d1c3-4840-ba08-9991ca391500,14988.0,table-covers-8-ft-table
4,30,Canvas,canvas-roll_1.webp,3a908847-f0ed-456b-c0c3-3002b1c6ad00,109.0,canvasroll
4,29,presentation_folders,presentation-folders-14pt-uv-high-gloss_1.png,3af07c7a-000f-42fc-6c07-d05d63804400,15008.0,invitations-14pt-uv-high-gloss
1,1,standard_business_cards,business-cards-14pt-aq_1.png,3b1b2f10-3807-483d-d703-e74678a3e600,2.0,businesscard_14pt_aq
4,18,Standard-rack-cards,matte-laminated-rack-cards_1.png,3bc62eea-95bf-46a7-43b0-54bb6fe53700,7332.0,kraft-business-cards
4,16,standard_bookmark,bookmark-16pt-uv_1.webp,3bff9b13-f33c-4971-8a53-3131e6338100,5537.0,bookmarks_16pt_uv
2,121,packaging,stand-up-pouch_1.png,3c2efbeb-ad0a-459a-61a0-92e6c3f85c00,,
4,22,brochures,brochures-80lb-enviro-uncoated_1.png,3c8e3f19-fb43-46b6-de77-48ef716b8900,142.0,digitalsheets-80lb-enviro-uncoated
4,10,specialty_greeting_cards,greeting-cards-14pt-writable-aq-c1s_1.webp,d1d69bd2-d5df-4425-1e3f-882e78628300,52.0,greetingcards_14ptc1s_uv
3,63,floor_graphics,social-distancing-floor-stickers_1.png,3d32584b-aa5c-464e-db4a-6fe32b98e800,14672.0,social-distancing-floor-stickers
4,18,Standard-rack-cards,uncoated-rack-cards_1.png,9bcb3fd9-da9c-46ad-56c7-47645d150a00,64.0,calendars_100lb
3,62,3mm-sintra,3mm-sintra_1.jpg,9b70635b-0d77-4bb7-daac-4da06e130400,110.0,sintra_3mm
1,2,specialty_business-cards,die-cut-business-cards_2.webp,3e93000c-af45-49f0-4f5d-30fc925b1400,7557.0,die_cut_business_cards
1,2,specialty_business-cards,business-cards-18pt-writable-c1s_1.webp,3eed07e2-8178-425c-1215-96dcd383c200,12.0,businesscard_14pt_writable_uv_c1s
7,101,envelopes,letterheads-60lb-uncoated_2.webp,3f91b67f-e173-4f85-029c-17e37d30c400,80.0,letterheads_60lb
4,11,standard_postcards,postcards-16pt-aq_1.webp,3fa17549-4c3f-4058-f3c1-fcd0d8747100,32.0,postcards_16pt_aq
4,32,clings_transparent,clings-transparent_1.jpg,923c826b-06c2-457b-af41-9500a3ee3a00,77.0,clings_transparent
4,13,Postcard-addressed-postage-due,postcard-addressed-postage-due_1.png,5f4c5a42-2c92-412d-cc4f-b76669d1e600,149.0,postcard-addressed-postage-due
3,58,table_covers,table-runner_1.png,2008a505-641b-4e42-7df8-993118c77d00,7547.0,table_top_pull-up_banners
1,2,specialty_business-cards,business-cards-18pt-matte-silk-lamination_1.webp,0053681e-2792-4571-ef75-b844fd438400,9.0,businesscard_16pt_matte_silk_lamination
7,101,envelopes,letterheads-60lb-uncoated_1.webp,dc8a547b-ea57-4249-f7c7-e91bbc0a2400,80.0,letterheads_60lb
4,26,booklets,booklets-100lb-gloss-text-8-5-x-5-5_1.jpg,22253f75-78e0-4ea8-1e75-297128d29d00,14982.0,booklets_100lb_silk_text_85x55
1,1,standard_business_cards,business-cards-16pt-matte-finish_1.png,43665c57-0b10-44e8-3894-6a392ecde000,17.0,businesscard_16pt_matte_satin_aq
3,50,banners,mesh-banner-8oz-polyester-mesh_1.webp,fa52923b-ae1d-4a2c-3f19-557560d33400,7554.0,mesh_banners_8oz_polyester
3,60,coroplast,4mm-coroplast-canadian.png,43d83ca2-7902-4a47-f056-c24a3fedf200,97.0,4mm_coroplast
4,4,standard_invitations,invitations-14pt-writable-aq-c1s_1.png,78b9b8f4-ed2e-456a-baf0-f6114e166b00,15006.0,invitations-14pt-writable-aq-C1S
4,23,Brochure-enveloped-and-addressed-postage-due,brochure-enveloped-and-addressed-postage-due_1.png,c9418c0d-6a36-4954-a091-ce3ff7765d00,151.0,postcard-enveloped-addressed-postage-due
4,21,door_hangers,door-hangers-14pt-uv-high-gloss_1.webp,49701951-43d8-4abc-5dcc-2101ef4cdd00,15008.0,invitations-14pt-uv-high-gloss
4,17,specialty_bookmark,bookmark-13pt-linen-uncoated_1.webp,497344d8-fa32-4088-4d29-ce685c496800,5539.0,bookmarks_13pt_linen
3,59,car-magnets-30mil,car-magnets-30mil_2.webp,17fba3c0-8cb2-4244-22bb-b37673518400,104.0,carmagnets_30mil
1,2,specialty_business-cards,kraft-business-cards_2.webp,4c097082-c2e0-4303-be72-623736f21000,7332.0,kraft-business-cards
4,34,tent_cards,tent-cards-14pt-matte-finish_2.webp,a12ec413-6500-4e1d-b7ef-c284d561ae00,4902.0,tentcards_14pt_matte_finish
4,10,specialty_greeting_cards,metallic-foil-greeting-cards_4.webp,57fe7d12-c22d-4bf3-959e-098f47945600,7550.0,metallic_foil_greeting_cards
4,65,glossy_adhesive_vinyl,glossy-adhesive-vinyl_1.jpg,4db5d1b4-dcf8-4b66-8fb2-8385f48f7e00,4139.0,glossy_adhesive_vinyl
4,13,Postcard-addressed-postage-due,postcard-addressed-postage-included_1.png,4e0ab629-bcbc-41a7-ea6c-5b3b0b0bc500,148.0,postcard-addressed-postage-included
3,51,pull_up_banners,premium-pull-up-banners-13oz-matte-vinyl_1.png,4e311a1a-a962-4aed-a565-3812aa5f5300,202.0,premium_pullupbanner
7,100,envelopes,envelopes-60lb-self-adhesive_1.webp,4e6fa4fe-2579-40b9-db01-bb0555a3d400,5585.0,envelopes_60lb_self_adhesive
4,17,specialty_bookmark,bookmark-13pt-enviro-uncoated_1.webp,d42ed603-0ae3-47b2-c5bd-3df062fbc700,132.0,tearcards-13pt+enviro-uncoated
4,12,specialty_postcards,durable-postcards_1.webp,50f95913-3723-498f-ee75-a7ded0f63f00,7546.0,durable_postcards
4,11,standard_postcards,postcards-14pt-uv_1.webp,c18511a4-529c-451e-cf86-7845925b4c00,20.0,postcards14pt_uv
3,62,3mm-sintra,3mm-sintra_5.png,c80676c0-403a-46c4-ce79-a7f54e8e0f00,110.0,sintra_3mm
3,51,pull_up_banners,double-sided-pull-up-banners-13-oz-matte-vinyl_1.png,b1feed9b-5de6-4846-ab7b-b94899ef5900,7549.0,double_sided_pull_up_banners
4,19,standard_tear_cards,tear-cards-14pt-matte-finish_1.png,52194f4f-6993-4bc1-035a-c3b240ec2900,4902.0,tentcards_14pt_matte_finish
3,67,window_perforated_vinyl,window-perforated-vinyl_2.webp,827ed94c-6443-4cd9-68bb-6fdf6676d300,206.0,window_perforated_vinyl
4,16,standard_bookmark,bookmark-16pt-uv_1.webp,3bff9b13-f33c-4971-8a53-3131e6338100,5537.0,bookmarks_16pt_uv
4,17,specialty_bookmark,bookmark-13pt-linen-uncoated_1.webp,497344d8-fa32-4088-4d29-ce685c496800,5539.0,bookmarks_13pt_linen
1,2,specialty_business-cards,business-cards-14pt-writable-uv-c1s_1.webp,53fedea7-6e81-4874-938a-2a5311fc4a00,12.0,businesscard_14pt_writable_uv_c1s
4,34,tent_cards,tent-cards-14pt-matte-finish_1.jpg,8def8dd8-19cf-423d-cf84-e18ab7d8ff00,4902.0,tentcards_14pt_matte_finish
4,15,Unaddressed-postcard,unaddressed-postcard_1.png,ff2a6c5b-6f8b-4632-7fdd-f919af60d500,147.0,unaddressed-postcard
4,11,standard_postcards,postcards-16pt-matte-finish_1.webp,5633b2b7-288a-43cc-1d6c-7017af0b5800,4904.0,postcards_10pt_matte_finish
4,14,postcard-enveloped-and-addressed-postage-included,postcard-enveloped-and-addressed-postage-included_1.png,68fb81ba-ce21-4bcb-f620-34c9d0a19600,150.0,postcard-enveloped-addressed-postage-included
3,61,removable_wall_decals,removable-wall-decals-7-mil_3.png,5663da65-7e09-4858-9d82-9038b92b0c00,7555.0,removable-wall_decals_7_mil
4,21,door_hangers,door-hangers-14pt-matte-finish_1.webp,16537873-dd7a-4fe8-14a8-a1555b3a9c00,71.0,doorhangers_14pt_matteaq
3,63,floor_graphics,floor-graphics_1.png,572a63a0-ce1b-4e3b-d785-946e8b416500,14676.0,floor-graphics
1,2,specialty_business-cards,kraft-business-cards_2.webp,4c097082-c2e0-4303-be72-623736f21000,7332.0,kraft-business-cards
4,10,specialty_greeting_cards,metallic-foil-greeting-cards_4.webp,57fe7d12-c22d-4bf3-959e-098f47945600,7550.0,metallic_foil_greeting_cards
4,10,specialty_greeting_cards,metallic-foil-greeting-cards_3.webp,c3751940-0c31-4728-e16b-6f27769dfb00,7550.0,metallic_foil_greeting_cards
4,5,wall_calendars,wall-calendars-100lb-gloss-text_1.webp,589be5fe-4d88-4b26-bf5b-2a6503d17700,139.0,digitalsheets-100lb-gloss-text
4,16,standard_bookmark,bookmark-14pt-matte-finish_1.webp,58db0189-8f70-4fce-1e83-df872c57eb00,5541.0,bookmarks_10pt_matte_finish
4,27,Digital-sheets,digital-sheets-100lb-matte-finish_1.jpg,59736187-4045-4e32-51d2-855d81978000,141.0,digitalsheets-100lb+matte-aq
4,18,Standard-rack-cards,high-gloss-rack-cards_1.jpg,28dc95b5-20a9-48b8-1856-3859b2028600,,
4,12,specialty_postcards,postcards-14pt-writable-uv-c1s_1.webp,5c3dd436-7a59-4c7f-7543-c10f781fbe00,12.0,businesscard_14pt_writable_uv_c1s
1,2,specialty_business-cards,kraft-business-cards_1.webp,5e533360-4ef9-471f-d828-8813f6a71900,7332.0,kraft-business-cards
4,9,standard_greeting_cards,greeting-cards-14pt-matte-finish_1.webp,5e0f8e15-70b3-46e7-f600-b074aa6e3300,50.0,greetingcards_14pt_matteaq
4,35,notepads_50_pages,notepads-60lb-uncoated-50-pages_1.webp,61a48b0a-e537-4b40-f9a8-441948fe2600,83.0,notepads_60lb_50pg
1,2,specialty_business-cards,kraft-business-cards_1.webp,5e533360-4ef9-471f-d828-8813f6a71900,7332.0,kraft-business-cards
4,29,presentation_folders,presentation-folders-matte-laminated_1.png,92f8db32-70a4-41c1-2e95-8c855d925200,4137.0,presentation_folders_14pt_matte_lam
4,13,Postcard-addressed-postage-due,postcard-addressed-postage-due_1.png,5f4c5a42-2c92-412d-cc4f-b76669d1e600,149.0,postcard-addressed-postage-due
4,19,standard_tear_cards,tear-cards-13pt-enviro-uncoated_1.jpg,,,
4,10,specialty_greeting_cards,greeting-cards-13pt-enviro-uncoated_1.webp,7457f880-e5c7-458e-1c3e-3abae8faec00,132.0,tearcards-13pt+enviro-uncoated
4,26,booklets,booklets-60lb-offset-text-8-5-x-5-5_1.jpg,6a1a23dc-4ef5-4c8d-030d-e1706e661d00,14979.0,booklets_80lb_silk_text_85x55
4,26,booklets,booklets-80lb-gloss-text-8-5-x-5-5_1.jpg,617c54a2-26b3-45df-a8ac-059eb2263000,14979.0,booklets_80lb_silk_text_85x55
4,35,notepads_50_pages,notepads-60lb-uncoated-50-pages_1.webp,61a48b0a-e537-4b40-f9a8-441948fe2600,83.0,notepads_60lb_50pg
4,8,specialty_flyers,flyers-80lb-enviro-uncoated_1.webp,da699814-4445-45a4-6d99-382177fd7200,142.0,digitalsheets-80lb-enviro-uncoated
2,120,roll_labels,bopp-roll-labels_1.webp,624c1e0f-1ca6-4dce-4bf4-8d523874b500,7028.0,bopp_labels
3,60,removable_wall_decals,10mm-coroplast_2.png,8ea5d74e-69fc-4b26-4997-70db5b225000,14975.0,10mm_coroplast
4,25,magnets,magnets-14pt_4.webp,632f882e-78c2-42f5-a632-3b05865bc800,62.0,magnets_14pt
4,12,specialty_postcards,kraft-paper-postcards_4.webp,643fd7de-474c-4b1c-9974-0b14913aa700,7544.0,kraft_paper_postcards
3,60,removable_wall_decals,quick-ship-coroplast-signs_4.png,66b2a3bd-4034-4c24-7228-6fe35d902c00,,
4,14,postcard-enveloped-and-addressed-postage-included,postcard-enveloped-and-addressed-postage-included_1.png,68fb81ba-ce21-4bcb-f620-34c9d0a19600,150.0,postcard-enveloped-addressed-postage-included
